order_id,order_item_id,customer_id,product_id,campaign_id,channel_id,platform_id,date,customer_name,email,customer_type,country,product_name,category,item_price,quantity,channel_name,platform_name,impressions,spend,clicks,orders,revenue
ORDR52019,ORDR0073796-0207,CUST76691,PROD42071,CMP89808,CHNL_03,PLT4,2024-05-18,Brian May,Brian@example.com,medium_volume_buyer,Antigua and Barbuda,Custom Wedding Invitation Card,Greeting Cards,108.3,144,Email,Mailchimp,27,14.25,72,26,15595.2
ORDR12422,ORDR0073796-0208,CUST87741,PROD96371,CMP97574,CHNL_01,PLT2,2024-11-27,Walter Mays,Walter@example.com,medium_volume_buyer,Papua New Guinea,Engraved Wooden Keepsake Box,Home Decor,46.62,127,Social,Facebook Ads,11,43.2,115,25,5920.74
ORDR60023,ORDR0073796-0209,CUST90834,PROD12253,CMP91505,CHNL_01,PLT2,2024-05-07,Ronald Forbes,Ronald@example.com,low_volume_buyer,United States Virgin Islands,Personalized Children’s Storybook,Books,45.24,56,Social,Facebook Ads,14,59.81,58,15,2533.44
ORDR44134,ORDR0073796-0210,CUST28108,PROD81717,CMP41798,CHNL_01,PLT2,2025-08-22,Kristie Pierce,Kristie@example.com,low_volume_buyer,Gambia,FreePrints Wall Calendar,Calendars,52.95,40,Social,Facebook Ads,10,44.77,68,21,2118.0
ORDR28924,ORDR0073796-0211,CUST88533,PROD63229,CMP82891,CHNL_01,PLT2,2024-11-20,Gary Hawkins,Gary@example.com,medium_volume_buyer,Denmark,FreePrints Glossy Photo Print,Photo Prints,52.92,80,Social,Facebook Ads,25,72.59,56,37,4233.6
ORDR10236,ORDR0073796-0212,CUST13965,PROD96371,CMP48056,CHNL_03,PLT4,2025-04-29,David Thompson,David@example.com,high_volume_buyer,Ecuador,Foil-Pressed Greeting Card,Greeting Cards,109.6,190,Email,Mailchimp,30,14.03,92,31,20824.0
ORDR08435,ORDR0073796-0213,CUST63489,PROD74003,CMP17485,CHNL_03,PLT4,2024-02-19,Jody Moore,Jody@example.com,high_volume_buyer,Pitcairn Islands,FreePrints 4x6 Photo Print,Photo Prints,104.18,215,Email,Mailchimp,24,9.41,85,35,22398.7
ORDR22203,ORDR0073796-0214,CUST53890,PROD62516,CMP56321,CHNL_03,PLT4,2024-02-04,William Lang,William@example.com,top_buyer_vip,Congo,Personalized Holiday Greeting Card,Greeting Cards,90.0,271,Email,Mailchimp,17,13.47,50,44,24390.0
ORDR23135,ORDR0073796-0215,CUST07186,PROD28037,CMP35783,CHNL_03,PLT4,2025-03-28,Eric Jackson,Eric@example.com,high_volume_buyer,Micronesia,Foil-Pressed Greeting Card,Greeting Cards,109.6,190,Email,Mailchimp,13,7.48,36,50,20824.0
ORDR70371,ORDR0073796-0216,CUST40435,PROD04152,CMP56868,CHNL_03,PLT4,2025-04-04,Matthew Taylor DVM,Matthew@example.com,high_volume_buyer,Solomon Islands,FreePrints 4x6 Photo Print,Photo Prints,104.18,215,Email,Mailchimp,9,18.04,100,13,22398.7
ORDR87617,ORDR0073796-0217,CUST51331,PROD08964,CMP24075,CHNL_02,PLT1,2024-01-03,Kaylee Dunn,Kaylee@example.com,low_volume_buyer,China,Custom Name Puzzle Book,Books,107.21,57,Paid_Search,Google Ads,13,111.4,56,26,6110.97
ORDR04220,ORDR0073796-0218,CUST11645,PROD16491,CMP33087,CHNL_02,PLT1,2024-01-13,Andrew Perry,Andrew@example.com,top_buyer_vip,Thailand,FreePrints Square Photo Print,Photo Prints,113.85,262,Paid_Search,Google Ads,18,67.96,106,47,29828.7
ORDR60296,ORDR0073796-0219,CUST04496,PROD81247,CMP20691,CHNL_01,PLT2,2024-08-25,Brittany Garcia,Brittany@example.com,low_volume_buyer,New Zealand,Personalized Birthday Storybook,Books,126.75,62,Social,Facebook Ads,22,76.42,38,22,7858.5
ORDR55544,ORDR0073796-0220,CUST87899,PROD77492,CMP48347,CHNL_02,PLT1,2024-10-10,Thomas Allen,Thomas@example.com,low_volume_buyer,Northern Mariana Islands,FreePrints Matte Photo Print,Photo Prints,5.13,51,Paid_Search,Google Ads,17,117.79,118,48,261.63
ORDR63720,ORDR0073796-0221,CUST89988,PROD63229,CMP38961,CHNL_01,PLT2,2025-01-13,Victor Richards,Victor@example.com,ultra_vip_elite,Kenya,Custom Photo Pillow,Home Decor,129.05,293,Social,Facebook Ads,6,43.58,116,20,37811.65
ORDR90799,ORDR0073796-0222,CUST34504,PROD05310,CMP63548,CHNL_01,PLT2,2025-07-03,Joyce Sanchez,Joyce@example.com,top_buyer_vip,Suriname,Birth Announcement Card,Greeting Cards,30.74,250,Social,Facebook Ads,24,41.84,96,46,7685.0
ORDR72605,ORDR0073796-0223,CUST34994,PROD74003,CMP72492,CHNL_02,PLT1,2024-10-30,Leonard Waller,Leonard@example.com,low_volume_buyer,Brunei Darussalam,Personalized Photo Blanket,Home Decor,136.72,53,Paid_Search,Google Ads,6,111.67,120,38,7246.16
ORDR62158,ORDR0073796-0224,CUST37703,PROD99201,CMP26487,CHNL_03,PLT4,2025-02-18,Sharon Anderson,Sharon@example.com,medium_volume_buyer,Seychelles,FreePrints 8x10 Photo Print,Photo Prints,86.08,136,Email,Mailchimp,23,15.47,54,16,11706.88
ORDR78797,ORDR0073796-0225,CUST34774,PROD08964,CMP61553,CHNL_03,PLT4,2023-12-29,Nicole Williams,Nicole@example.com,medium_volume_buyer,Iceland,Custom Wedding Invitation Card,Greeting Cards,108.3,144,Email,Mailchimp,19,27.93,36,27,15595.2
ORDR52990,ORDR0073796-0226,CUST21442,PROD16491,CMP13545,CHNL_03,PLT4,2025-07-04,Rebecca Chan,Rebecca@example.com,high_volume_buyer,Thailand,Foil-Pressed Greeting Card,Greeting Cards,109.6,190,Email,Mailchimp,12,22.62,58,30,20824.0
ORDR08281,ORDR0073796-0227,CUST79642,PROD81247,CMP40113,CHNL_03,PLT4,2024-10-09,Allison Galvan,Allison@example.com,top_buyer_vip,Canada,Custom Coffee Mug,Drinkware,119.91,224,Email,Mailchimp,14,20.86,107,35,26859.84
ORDR19056,ORDR0073796-0228,CUST29076,PROD22954,CMP37200,CHNL_01,PLT2,2024-10-11,Keith Mcgee,Keith@example.com,top_buyer_vip,Lesotho,Personalized Photo Mug,Drinkware,109.64,256,Social,Facebook Ads,8,70.54,47,29,28067.84
ORDR24448,ORDR0073796-0229,CUST44835,PROD28820,CMP00610,CHNL_02,PLT1,2025-11-18,Cynthia Galloway,Cynthia@example.com,low_volume_buyer,India,Personalized Hoodie,Apparel,94.28,29,Paid_Search,Google Ads,25,53.95,115,33,2734.12
ORDR88028,ORDR0073796-0230,CUST22771,PROD08964,CMP78707,CHNL_01,PLT2,2024-01-12,Kimberly Walker,Kimberly@example.com,low_volume_buyer,Wallis and Futuna,Personalized Cutting Board,Kitchenware,110.28,74,Social,Facebook Ads,30,49.37,108,46,8160.72
ORDR18863,ORDR0073796-0231,CUST15149,PROD04152,CMP08233,CHNL_02,PLT1,2025-10-02,Scott Owens,Scott@example.com,low_volume_buyer,American Samoa,FreePrints Matte Photo Print,Photo Prints,5.13,51,Paid_Search,Google Ads,7,67.49,86,39,261.63
ORDR21547,ORDR0073796-0232,CUST84332,PROD77978,CMP15513,CHNL_01,PLT2,2025-09-08,Wendy Gilbert,Wendy@example.com,top_buyer_vip,Barbados,Birth Announcement Card,Greeting Cards,30.74,250,Social,Facebook Ads,16,52.42,48,46,7685.0
ORDR65875,ORDR0073796-0233,CUST47586,PROD54965,CMP84443,CHNL_03,PLT4,2025-01-17,Carol Holloway,Carol@example.com,top_buyer_vip,India,Birth Announcement Card,Greeting Cards,30.74,250,Email,Mailchimp,25,10.81,111,33,7685.0
ORDR68889,ORDR0073796-0234,CUST55923,PROD77492,CMP40246,CHNL_02,PLT1,2025-03-20,Lindsay Dominguez,Lindsay@example.com,low_volume_buyer,Uzbekistan,Personalized Birthday Storybook,Books,126.75,62,Paid_Search,Google Ads,7,100.33,44,15,7858.5
ORDR60108,ORDR0073796-0235,CUST98061,PROD28949,CMP86957,CHNL_03,PLT4,2024-10-24,Eric Lee,Eric@example.com,medium_volume_buyer,Isle of Man,FreePrints 8x10 Photo Print,Photo Prints,86.08,136,Email,Mailchimp,26,14.01,82,16,11706.88
ORDR95739,ORDR0073796-0236,CUST74598,PROD34046,CMP70971,CHNL_01,PLT2,2025-05-02,Shawn Cruz,Shawn@example.com,medium_volume_buyer,Uzbekistan,Personalized Business Card,Business Cards,35.43,137,Social,Facebook Ads,22,54.98,87,50,4853.91
ORDR51996,ORDR0073796-0237,CUST62766,PROD50265,CMP70120,CHNL_03,PLT4,2025-05-01,Raymond Mccoy,Raymond@example.com,low_volume_buyer,Austria,Personalized Children’s Storybook,Books,45.24,56,Email,Mailchimp,20,12.05,67,45,2533.44
ORDR55826,ORDR0073796-0238,CUST76402,PROD28490,CMP60955,CHNL_01,PLT2,2025-08-17,Caitlin Mills,Caitlin@example.com,low_volume_buyer,Bangladesh,Personalized Photo Blanket,Home Decor,136.72,53,Social,Facebook Ads,14,97.03,90,19,7246.16
ORDR76889,ORDR0073796-0239,CUST67820,PROD62516,CMP23138,CHNL_03,PLT4,2025-09-23,Raymond Garrett,Raymond@example.com,medium_volume_buyer,Rwanda,FreePrints Softcover Photobook,Photobooks,91.41,91,Email,Mailchimp,30,19.23,48,28,8318.31
ORDR63165,ORDR0073796-0240,CUST40081,PROD09824,CMP08189,CHNL_03,PLT4,2024-11-16,Joshua Miller,Joshua@example.com,high_volume_buyer,Albania,Custom Name Necklace,Jewelry,40.56,216,Email,Mailchimp,6,5.88,115,45,8760.96
ORDR47603,ORDR0073796-0241,CUST45098,PROD85752,CMP94368,CHNL_03,PLT4,2024-08-14,Stephanie Haney,Stephanie@example.com,high_volume_buyer,French Guiana,Custom Tote Bag,Accessories,89.21,171,Email,Mailchimp,12,17.8,47,33,15254.91
ORDR06063,ORDR0073796-0242,CUST02340,PROD05310,CMP01994,CHNL_02,PLT1,2025-07-12,Kyle Bauer,Kyle@example.com,top_buyer_vip,New Zealand,FreePrints Hardcover Photobook,Photobooks,40.62,276,Paid_Search,Google Ads,29,109.93,112,29,11211.12
ORDR44040,ORDR0073796-0243,CUST97485,PROD67270,CMP94074,CHNL_03,PLT4,2024-10-14,Heather Barrett,Heather@example.com,top_buyer_vip,Madagascar,Personalized Photo Mug,Drinkware,109.64,256,Email,Mailchimp,19,20.37,86,29,28067.84
ORDR71260,ORDR0073796-0244,CUST10131,PROD63229,CMP37521,CHNL_02,PLT1,2025-11-10,Kevin Howard,Kevin@example.com,top_buyer_vip,Mozambique,FreePrints Hardcover Photobook,Photobooks,40.62,276,Paid_Search,Google Ads,13,56.68,91,12,11211.12
ORDR99558,ORDR0073796-0245,CUST75552,PROD99201,CMP39951,CHNL_02,PLT1,2024-05-08,Michelle Figueroa,Michelle@example.com,medium_volume_buyer,Seychelles,Custom Wedding Invitation Card,Greeting Cards,108.3,144,Paid_Search,Google Ads,26,51.94,106,41,15595.2
ORDR71072,ORDR0073796-0246,CUST78606,PROD16491,CMP31251,CHNL_01,PLT2,2025-11-18,Anne Smith,Anne@example.com,top_buyer_vip,Azerbaijan,Personalized Holiday Greeting Card,Greeting Cards,90.0,271,Social,Facebook Ads,14,90.77,102,41,24390.0
ORDR14355,ORDR0073796-0247,CUST84483,PROD77608,CMP24206,CHNL_02,PLT1,2025-04-12,Sandra Brewer,Sandra@example.com,low_volume_buyer,Tajikistan,Personalized Hoodie,Apparel,94.28,29,Paid_Search,Google Ads,30,98.4,88,21,2734.12
ORDR10012,ORDR0073796-0248,CUST66062,PROD81717,CMP50076,CHNL_02,PLT1,2024-04-07,Amber King,Amber@example.com,top_buyer_vip,Tunisia,FreePrints Hardcover Photobook,Photobooks,40.62,276,Paid_Search,Google Ads,20,97.3,59,14,11211.12
ORDR28451,ORDR0073796-0249,CUST84826,PROD54965,CMP43973,CHNL_02,PLT1,2025-12-18,Dr. Keith Edwards,Dr.@example.com,top_buyer_vip,Armenia,Custom Coffee Mug,Drinkware,119.91,224,Paid_Search,Google Ads,6,80.17,32,46,26859.84
ORDR68675,ORDR0073796-0250,CUST10777,PROD10448,CMP27799,CHNL_02,PLT1,2025-05-21,Devon Dyer,Devon@example.com,low_volume_buyer,Ireland,Personalized Phone Case,Accessories,27.67,62,Paid_Search,Google Ads,6,102.57,30,36,1715.54
ORDR36197,ORDR0073796-0251,CUST49365,PROD77492,CMP61752,CHNL_03,PLT4,2024-01-04,Alexander Mclaughlin,Alexander@example.com,high_volume_buyer,Cameroon,Custom Name Necklace,Jewelry,40.56,216,Email,Mailchimp,8,17.07,53,35,8760.96
ORDR40844,ORDR0073796-0252,CUST55911,PROD74003,CMP55575,CHNL_02,PLT1,2024-06-12,Danielle Marquez,Danielle@example.com,top_buyer_vip,Uruguay,FreePrints Square Photo Print,Photo Prints,113.85,262,Paid_Search,Google Ads,12,43.1,40,50,29828.7
ORDR28342,ORDR0073796-0253,CUST86973,PROD28820,CMP01468,CHNL_01,PLT2,2025-10-28,Christopher Davis,Christopher@example.com,low_volume_buyer,Brunei Darussalam,Personalized Cutting Board,Kitchenware,110.28,74,Social,Facebook Ads,18,99.87,104,33,8160.72
ORDR46031,ORDR0073796-0254,CUST49789,PROD67270,CMP44339,CHNL_02,PLT1,2025-09-24,Alyssa Harrington,Alyssa@example.com,low_volume_buyer,Reunion,Personalized Children’s Storybook,Books,45.24,56,Paid_Search,Google Ads,21,83.52,114,34,2533.44
ORDR04425,ORDR0073796-0255,CUST96258,PROD68292,CMP96276,CHNL_01,PLT2,2024-05-03,Kayla Burns,Kayla@example.com,low_volume_buyer,Madagascar,FreePrints Matte Photo Print,Photo Prints,5.13,51,Social,Facebook Ads,15,85.89,65,18,261.63
ORDR97891,ORDR0073796-0256,CUST02992,PROD68292,CMP52998,CHNL_01,PLT2,2024-05-08,Sherri Roberts,Sherri@example.com,low_volume_buyer,French Polynesia,Personalized Photo Blanket,Home Decor,136.72,53,Social,Facebook Ads,25,84.8,78,43,7246.16
ORDR45827,ORDR0073796-0257,CUST57413,PROD28820,CMP27890,CHNL_02,PLT1,2025-06-03,Dustin Williams,Dustin@example.com,low_volume_buyer,Thailand,Personalized Birthday Storybook,Books,126.75,62,Paid_Search,Google Ads,6,69.54,41,43,7858.5
ORDR23791,ORDR0073796-0258,CUST22664,PROD62516,CMP10971,CHNL_01,PLT2,2024-03-25,Megan Livingston,Megan@example.com,low_volume_buyer,Philippines,FreePrints Matte Photo Print,Photo Prints,5.13,51,Social,Facebook Ads,24,88.22,88,38,261.63
ORDR59075,ORDR0073796-0259,CUST11888,PROD77978,CMP45463,CHNL_03,PLT4,2025-04-22,Michelle Robertson,Michelle@example.com,low_volume_buyer,Angola,Personalized Hoodie,Apparel,94.28,29,Email,Mailchimp,15,14.69,50,47,2734.12
ORDR66469,ORDR0073796-0260,CUST14073,PROD09824,CMP71284,CHNL_02,PLT1,2024-02-19,Lisa Wilson,Lisa@example.com,low_volume_buyer,Malawi,Personalized Cutting Board,Kitchenware,110.28,74,Paid_Search,Google Ads,29,67.74,52,14,8160.72
ORDR02226,ORDR0073796-0261,CUST80231,PROD09824,CMP02228,CHNL_03,PLT4,2024-04-28,Amanda Miller,Amanda@example.com,low_volume_buyer,Isle of Man,Personalized Hoodie,Apparel,94.28,29,Email,Mailchimp,28,27.91,69,33,2734.12
ORDR51900,ORDR0073796-0262,CUST97784,PROD34046,CMP11356,CHNL_02,PLT1,2024-05-07,John Cunningham,John@example.com,medium_volume_buyer,Burundi,Engraved Wooden Keepsake Box,Home Decor,46.62,127,Paid_Search,Google Ads,25,84.36,90,39,5920.74
ORDR51366,ORDR0073796-0263,CUST06728,PROD08964,CMP86661,CHNL_02,PLT1,2024-02-07,Kurt Orozco,Kurt@example.com,medium_volume_buyer,Liechtenstein,FreePrints 8x10 Photo Print,Photo Prints,86.08,136,Paid_Search,Google Ads,13,53.45,91,21,11706.88
ORDR80539,ORDR0073796-0264,CUST67911,PROD62516,CMP78887,CHNL_01,PLT2,2024-05-24,Wendy Scott,Wendy@example.com,top_buyer_vip,Eritrea,FreePrints Square Photo Print,Photo Prints,113.85,262,Social,Facebook Ads,15,36.6,99,41,29828.7
ORDR32583,ORDR0073796-0265,CUST37091,PROD62516,CMP61110,CHNL_03,PLT4,2025-01-29,Yvonne Chandler,Yvonne@example.com,medium_volume_buyer,Canada,Personalized Business Card,Business Cards,35.43,137,Email,Mailchimp,18,9.27,73,26,4853.91
ORDR91334,ORDR0073796-0266,CUST44742,PROD96371,CMP23947,CHNL_03,PLT4,2024-03-01,Dr. Debra Mccoy,Dr.@example.com,low_volume_buyer,India,Personalized Phone Case,Accessories,27.67,62,Email,Mailchimp,17,26.93,32,48,1715.54
ORDR47664,ORDR0073796-0267,CUST56778,PROD05310,CMP68271,CHNL_01,PLT2,2024-10-31,Jennifer Simmons,Jennifer@example.com,low_volume_buyer,Suriname,Personalized Phone Case,Accessories,27.67,62,Social,Facebook Ads,30,82.39,54,37,1715.54
ORDR81662,ORDR0073796-0268,CUST91630,PROD34046,CMP11843,CHNL_03,PLT4,2025-10-17,Matthew Bond,Matthew@example.com,top_buyer_vip,Hong Kong,Birth Announcement Card,Greeting Cards,30.74,250,Email,Mailchimp,5,11.43,80,29,7685.0
ORDR99841,ORDR0073796-0269,CUST77605,PROD77492,CMP62154,CHNL_02,PLT1,2024-08-03,Joseph Mcbride,Joseph@example.com,low_volume_buyer,Canada,Personalized Phone Case,Accessories,27.67,62,Paid_Search,Google Ads,27,86.42,99,27,1715.54
ORDR68504,ORDR0073796-0270,CUST06721,PROD54965,CMP97601,CHNL_03,PLT4,2025-08-12,Mr. Jesse Clark Jr.,Mr.@example.com,low_volume_buyer,Dominican Republic,Personalized Children’s Storybook,Books,45.24,56,Email,Mailchimp,13,22.44,91,45,2533.44
ORDR30952,ORDR0073796-0271,CUST34525,PROD28949,CMP55075,CHNL_03,PLT4,2024-04-28,Jason Gray,Jason@example.com,low_volume_buyer,Azerbaijan,Personalized Birthday Storybook,Books,126.75,62,Email,Mailchimp,29,13.15,114,42,7858.5
ORDR51377,ORDR0073796-0272,CUST13317,PROD12253,CMP85932,CHNL_01,PLT2,2025-01-20,Valerie Castaneda,Valerie@example.com,medium_volume_buyer,Ethiopia,Engraved Wooden Keepsake Box,Home Decor,46.62,127,Social,Facebook Ads,15,75.99,52,31,5920.74
ORDR28315,ORDR0073796-0273,CUST93862,PROD22954,CMP94503,CHNL_03,PLT4,2024-01-30,David Benson,David@example.com,top_buyer_vip,Guyana,Birth Announcement Card,Greeting Cards,30.74,250,Email,Mailchimp,9,13.41,96,44,7685.0
ORDR22706,ORDR0073796-0274,CUST97352,PROD67270,CMP42688,CHNL_02,PLT1,2024-03-16,Joshua Brown,Joshua@example.com,low_volume_buyer,Kiribati,FreePrints Matte Photo Print,Photo Prints,5.13,51,Paid_Search,Google Ads,19,117.66,91,19,261.63
ORDR16282,ORDR0073796-0275,CUST79483,PROD50265,CMP40692,CHNL_01,PLT2,2023-12-31,Jennifer Gilmore,Jennifer@example.com,medium_volume_buyer,Sri Lanka,Engraved Wooden Keepsake Box,Home Decor,46.62,127,Social,Facebook Ads,16,39.59,64,35,5920.74
ORDR67588,ORDR0073796-0276,CUST72012,PROD34046,CMP84948,CHNL_01,PLT2,2024-03-03,Valerie King,Valerie@example.com,low_volume_buyer,Guatemala,FreePrints Wall Calendar,Calendars,52.95,40,Social,Facebook Ads,14,34.84,37,47,2118.0
ORDR07022,ORDR0073796-0277,CUST82165,PROD28490,CMP45127,CHNL_03,PLT4,2025-01-27,Catherine Haas,Catherine@example.com,top_buyer_vip,British Indian Ocean Territory (Chagos Archipelago),Personalized Photo Mug,Drinkware,109.64,256,Email,Mailchimp,20,17.73,96,32,28067.84
ORDR35337,ORDR0073796-0278,CUST76554,PROD85752,CMP13867,CHNL_02,PLT1,2025-03-13,Steven Proctor PhD,Steven@example.com,medium_volume_buyer,Christmas Island,Personalized Business Card,Business Cards,35.43,137,Paid_Search,Google Ads,20,89.74,118,42,4853.91
ORDR97657,ORDR0073796-0279,CUST28702,PROD77978,CMP13939,CHNL_03,PLT4,2024-05-03,Anthony Whitehead,Anthony@example.com,top_buyer_vip,Hungary,FreePrints Hardcover Photobook,Photobooks,40.62,276,Email,Mailchimp,13,8.88,64,17,11211.12
ORDR46991,ORDR0073796-0280,CUST97676,PROD42071,CMP57073,CHNL_01,PLT2,2024-01-13,Jodi Miller,Jodi@example.com,top_buyer_vip,Haiti,Birth Announcement Card,Greeting Cards,30.74,250,Social,Facebook Ads,12,28.17,34,18,7685.0
ORDR84340,ORDR0073796-0281,CUST37338,PROD81717,CMP57503,CHNL_03,PLT4,2024-01-19,Rachael Ramirez,Rachael@example.com,high_volume_buyer,Montenegro,Custom Name Necklace,Jewelry,40.56,216,Email,Mailchimp,22,29.26,113,35,8760.96
ORDR75510,ORDR0073796-0282,CUST03585,PROD62516,CMP89038,CHNL_02,PLT1,2024-07-30,Vanessa Bell,Vanessa@example.com,top_buyer_vip,Pitcairn Islands,FreePrints Hardcover Photobook,Photobooks,40.62,276,Paid_Search,Google Ads,18,100.54,48,20,11211.12
ORDR85235,ORDR0073796-0283,CUST63178,PROD81247,CMP91352,CHNL_02,PLT1,2024-01-30,Richard Torres,Richard@example.com,medium_volume_buyer,Solomon Islands,Personalized Business Card,Business Cards,35.43,137,Paid_Search,Google Ads,30,40.13,96,42,4853.91
ORDR50556,ORDR0073796-0284,CUST54081,PROD10448,CMP55838,CHNL_01,PLT2,2025-09-18,Matthew Taylor,Matthew@example.com,low_volume_buyer,Sri Lanka,Personalized Birthday Storybook,Books,126.75,62,Social,Facebook Ads,9,99.27,103,25,7858.5
ORDR40699,ORDR0073796-0285,CUST49627,PROD99201,CMP06610,CHNL_01,PLT2,2025-11-12,Joel Carroll,Joel@example.com,low_volume_buyer,Bahrain,FreePrints Layflat Photobook,Photobooks,67.89,68,Social,Facebook Ads,14,94.14,67,36,4616.52
ORDR98565,ORDR0073796-0286,CUST32830,PROD05310,CMP04793,CHNL_01,PLT2,2024-06-03,Leonard Thompson,Leonard@example.com,top_buyer_vip,Mauritius,FreePrints Hardcover Photobook,Photobooks,40.62,276,Social,Facebook Ads,9,80.15,48,12,11211.12
ORDR95181,ORDR0073796-0287,CUST17214,PROD77492,CMP49778,CHNL_03,PLT4,2025-02-14,Sandra Singh,Sandra@example.com,medium_volume_buyer,Korea,FreePrints Glossy Photo Print,Photo Prints,52.92,80,Email,Mailchimp,21,29.41,39,26,4233.6
ORDR61626,ORDR0073796-0288,CUST13240,PROD28949,CMP43394,CHNL_02,PLT1,2023-12-27,Paula Woodard,Paula@example.com,medium_volume_buyer,Armenia,FreePrints Glossy Photo Print,Photo Prints,52.92,80,Paid_Search,Google Ads,12,55.74,72,42,4233.6
ORDR92329,ORDR0073796-0289,CUST35328,PROD16491,CMP09165,CHNL_02,PLT1,2024-06-03,Adam Holmes,Adam@example.com,low_volume_buyer,Palau,Personalized Photo Blanket,Home Decor,136.72,53,Paid_Search,Google Ads,6,69.82,69,48,7246.16
ORDR06400,ORDR0073796-0290,CUST98326,PROD99201,CMP14271,CHNL_02,PLT1,2024-12-15,Adam Roman,Adam@example.com,top_buyer_vip,Aruba,Custom Printed T-Shirt,Apparel,48.55,237,Paid_Search,Google Ads,13,115.82,63,17,11506.35
ORDR42559,ORDR0073796-0291,CUST27637,PROD63229,CMP57075,CHNL_03,PLT4,2024-09-07,Sean Hill,Sean@example.com,high_volume_buyer,Togo,Foil-Pressed Greeting Card,Greeting Cards,109.6,190,Email,Mailchimp,18,5.4,46,45,20824.0
ORDR85574,ORDR0073796-0292,CUST44473,PROD81717,CMP11821,CHNL_01,PLT2,2024-07-12,Lori Williams,Lori@example.com,low_volume_buyer,Hungary,FreePrints Layflat Photobook,Photobooks,67.89,68,Social,Facebook Ads,21,47.39,80,36,4616.52
ORDR68305,ORDR0073796-0293,CUST99263,PROD28490,CMP20443,CHNL_03,PLT4,2025-01-20,Nathan Roberts,Nathan@example.com,low_volume_buyer,Bahrain,FreePrints Matte Photo Print,Photo Prints,5.13,51,Email,Mailchimp,20,8.85,73,43,261.63
ORDR23842,ORDR0073796-0294,CUST85573,PROD28949,CMP36085,CHNL_01,PLT2,2024-12-22,Samuel Bruce,Samuel@example.com,low_volume_buyer,Togo,FreePrints Matte Photo Print,Photo Prints,5.13,51,Social,Facebook Ads,6,97.24,92,36,261.63
ORDR97236,ORDR0073796-0295,CUST53487,PROD28490,CMP60878,CHNL_02,PLT1,2024-07-01,Ashley Booth,Ashley@example.com,medium_volume_buyer,Ireland,Personalized Business Card,Business Cards,35.43,137,Paid_Search,Google Ads,15,62.78,102,35,4853.91
ORDR76657,ORDR0073796-0296,CUST13184,PROD68292,CMP98695,CHNL_02,PLT1,2025-10-15,Amy Delgado,Amy@example.com,top_buyer_vip,Malta,Personalized Holiday Greeting Card,Greeting Cards,90.0,271,Paid_Search,Google Ads,15,98.09,40,12,24390.0
ORDR63609,ORDR0073796-0297,CUST72185,PROD96371,CMP27861,CHNL_01,PLT2,2024-11-09,Ricardo Wheeler,Ricardo@example.com,medium_volume_buyer,Belize,Personalized Business Card,Business Cards,35.43,137,Social,Facebook Ads,20,47.02,76,28,4853.91
ORDR66446,ORDR0073796-0298,CUST51749,PROD04152,CMP77016,CHNL_03,PLT4,2024-05-01,Kelly Walker,Kelly@example.com,medium_volume_buyer,Zambia,Personalized Business Card,Business Cards,35.43,137,Email,Mailchimp,12,15.82,60,48,4853.91
ORDR73875,ORDR0073796-0299,CUST97447,PROD54965,CMP67377,CHNL_02,PLT1,2024-04-11,Marco Chang,Marco@example.com,top_buyer_vip,Liberia,Personalized Photo Mug,Drinkware,109.64,256,Paid_Search,Google Ads,29,85.33,103,22,28067.84
ORDR39935,ORDR0073796-0300,CUST42869,PROD81717,CMP34626,CHNL_01,PLT2,2025-08-22,Vanessa Wilson,Vanessa@example.com,top_buyer_vip,Uzbekistan,Birth Announcement Card,Greeting Cards,30.74,250,Social,Facebook Ads,7,62.1,44,30,7685.0
ORDR98718,ORDR0073796-0301,CUST12577,PROD67270,CMP47741,CHNL_01,PLT2,2025-03-07,Sheila Nichols,Sheila@example.com,low_volume_buyer,Turkey,Thank You Card with Photo,Greeting Cards,47.37,29,Social,Facebook Ads,13,87.39,44,50,1373.73
ORDR33254,ORDR0073796-0302,CUST51448,PROD42071,CMP97485,CHNL_01,PLT2,2024-05-28,Donna Robinson,Donna@example.com,top_buyer_vip,Chad,FreePrints Square Photo Print,Photo Prints,113.85,262,Social,Facebook Ads,11,29.46,70,23,29828.7
ORDR47423,ORDR0073796-0303,CUST16466,PROD68292,CMP68295,CHNL_03,PLT4,2025-05-07,Lauren Ball,Lauren@example.com,top_buyer_vip,Togo,Personalized Holiday Greeting Card,Greeting Cards,90.0,271,Email,Mailchimp,22,13.64,31,22,24390.0
ORDR57308,ORDR0073796-0304,CUST13331,PROD28037,CMP77159,CHNL_01,PLT2,2024-11-13,Laura Chapman,Laura@example.com,low_volume_buyer,United Arab Emirates,Thank You Card with Photo,Greeting Cards,47.37,29,Social,Facebook Ads,28,78.79,112,30,1373.73
ORDR03943,ORDR0073796-0305,CUST72039,PROD97771,CMP95314,CHNL_03,PLT4,2025-01-31,Tony Gutierrez,Tony@example.com,top_buyer_vip,Belarus,Personalized Holiday Greeting Card,Greeting Cards,90.0,271,Email,Mailchimp,29,11.04,90,35,24390.0
ORDR23559,ORDR0073796-0306,CUST09576,PROD63229,CMP71778,CHNL_02,PLT1,2025-03-24,Adam Holmes,Adam@example.com,top_buyer_vip,Tokelau,Personalized Photo Mug,Drinkware,109.64,256,Paid_Search,Google Ads,9,94.25,92,16,28067.84
